"2026/msrc_cve-2026-32194.json","2026-03-19T07:00:00Z"
"2026/msrc_cve-2026-21510.json","2026-02-10T08:00:00Z"
"2025/msrc_cve-2025-14174.json","2025-12-15T08:00:00Z"
